Invesco Global Real Estate Income Fund Class C ,(ASRCX),+6.50%,Year-to-Date,Global real estate,Style or Category,Low,Morningstar Risk Rating™
Invesco Global Real Estate Income Fund Class R6 ,(ASRFX),+6.38%,Year-to-Date,Global real estate,Style or Category,Low,Morningstar Risk Rating™
Invesco Global Real Estate Income Fund Class Y ,(ASRYX),+6.40%,Year-to-Date,Global real estate,Style or Category,Low,Morningstar Risk Rating™
Invesco Growth and Income Fund Class A ,(ACGIX),+6.70%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth and Income Fund Class B ,(ACGJX),+6.72%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth and Income Fund Class C ,(ACGKX),+6.73%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth and Income Fund Class R ,(ACGLX),+6.70%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth and Income Fund R5 Class ,(ACGQX),+6.69%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth and Income Fund Class R6 ,(GIFFX),+6.65%,Year-to-Date,Large value,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Growth and Income Fund Class Y ,(ACGMX),+6.70%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Class A ,(SCAUX),+7.61%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Class B ,(SBCUX),+7.60%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Class C ,(SCCUX),+7.62%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Class R ,(SCRUX),+7.64%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund R5 Class ,(SCIUX),+7.68%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Class Y ,(SCAYX),+7.68%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Low Volatility Equity Yield Fund Investor Class ,(SCNUX),+7.69%,Year-to-Date,Large value,Style or Category,Average,Morningstar Risk Rating™
Invesco Pennsylvania Tax Free Income Fund Class A ,(VKMPX),+1.69%,Year-to-Date,Muni pennsylvania,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Pennsylvania Tax Free Income Fund Class B ,(VKPAX),+1.68%,Year-to-Date,Muni pennsylvania,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Pennsylvania Tax Free Income Fund Class C ,(VKPCX),+1.68%,Year-to-Date,Muni pennsylvania,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Pennsylvania Tax Free Income Fund Class Y ,(VKPYX),+1.69%,Year-to-Date,Muni pennsylvania,Style or Category,Above Average,Morningstar Risk Rating™
Invesco S&P; 500 Index Fund Class A ,(SPIAX),+7.78%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco S&P; 500 Index Fund Class B ,(SPIBX),+7.19%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco S&P; 500 Index Fund Class C ,(SPICX),+7.23%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco S&P; 500 Index Fund Class Y ,(SPIDX),+7.97%,Year-to-Date,Large blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Short Duration High Yield Municipal Fund Class A ,(ISHAX),+3.83%,Year-to-Date,High yield muni,Style or Category,--,Morningstar Risk Rating™
Invesco Short Duration High Yield Municipal Fund Class C ,(ISHCX),+3.74%,Year-to-Date,High yield muni,Style or Category,--,Morningstar Risk Rating™
Invesco Short Duration High Yield Municipal Fund Class R5 ,(ISHFX),+3.83%,Year-to-Date,High yield muni,Style or Category,--,Morningstar Risk Rating™
Invesco Short Duration High Yield Municipal Fund Class Y ,(ISHYX),+3.83%,Year-to-Date,High yield muni,Style or Category,--,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class A ,(VASCX),+2.81%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class B ,(VBSCX),+2.83%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class C ,(VCSCX),+2.39%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class R5 ,(VESCX),+3.31%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class R6 ,(VFSCX),+3.30%,Year-to-Date,Small growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Discovery Fund Class Y ,(VISCX),+3.01%,Year-to-Date,Small growth,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class A ,(SRRAX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class C ,(SRRCX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class R ,(SRRQX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class R5 ,(SRRFX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class R6 ,(SRRSX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Strategic Real Return Fund Class Y ,(SRRYX),+6.18%,Year-to-Date,Inflation-protected bond,Style or Category,--,Morningstar Risk Rating™
Invesco Charter Fund Class A ,(CHTRX),+9.72%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class B ,(BCHTX),+9.14%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class C ,(CHTCX),+9.05%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class R ,(CHRRX),+9.50%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund R5 Class ,(CHTVX),+9.99%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class R6 ,(CHFTX),+10.05%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class S ,(CHRSX),+9.78%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Charter Fund Class Y ,(CHTYX),+9.87%,Year-to-Date,Large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class A ,(LCEAX),+8.65%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class B ,(LCEDX),+8.68%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class C ,(LCEVX),+8.64%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class R ,(DDFRX),+8.62%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund R5 Class ,(DDFIX),+8.59%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class R6 ,(LCEFX),+8.59%,Year-to-Date,Large value,Style or Category,Low,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Class Y ,(LCEYX),+8.58%,Year-to-Date,Large value,Style or Category,Low,Morningstar Risk Rating™
Invesco Diversified Dividend Fund Investor Class ,(LCEIX),+8.59%,Year-to-Date,Large value,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Summit Fund Class A ,(ASMMX),+3.86%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Summit Fund Class B ,(BSMMX),+3.27%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Summit Fund Class C ,(CSMMX),+3.22%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Summit Fund Class P ,(SMMIX),+3.94%,Year-to-Date,Large growth,Style or Category,Average,Morningstar Risk Rating™
Invesco Summit Fund R5 Class ,(SMITX),+4.06%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Summit Fund Class S ,(SMMSX),+3.90%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
Invesco Summit Fund Class Y ,(ASMYX),+4.01%,Year-to-Date,Large growth,Style or Category,Above Average,Morningstar Risk Rating™
Invesco European Small Company Fund Class A ,(ESMAX),+8.29%,Year-to-Date,Europe stock,Style or Category,Average,Morningstar Risk Rating™
Invesco European Small Company Fund Class B ,(ESMBX),+7.74%,Year-to-Date,Europe stock,Style or Category,Average,Morningstar Risk Rating™
Invesco European Small Company Fund Class C ,(ESMCX),+7.72%,Year-to-Date,Europe stock,Style or Category,Average,Morningstar Risk Rating™
Invesco European Small Company Fund Class Y ,(ESMYX),+8.41%,Year-to-Date,Europe stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund Class A ,(AWSAX),+8.11%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund Class B ,(AWSBX),+7.48%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund Class C ,(AWSCX),+7.54%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund ClassR ,(AWSRX),+7.89%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund R5 Class ,(AWSIX),+8.39%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco Global Core Equity Fund Class Y ,(AWSYX),+8.35%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco International Small Company Fund Class A ,(IEGAX),+12.84%,Year-to-Date,Foreign small/mid blend,Style or Category,Average,Morningstar Risk Rating™
Invesco International Small Company Fund Class B ,(IEGBX),+12.27%,Year-to-Date,Foreign small/mid blend,Style or Category,Average,Morningstar Risk Rating™
Invesco International Small Company Fund Class C ,(IEGCX),+12.20%,Year-to-Date,Foreign small/mid blend,Style or Category,Average,Morningstar Risk Rating™
Invesco International Small Company Fund R5 Class ,(IEGIX),+13.14%,Year-to-Date,Foreign small/mid blend,Style or Category,Average,Morningstar Risk Rating™
Invesco International Small Company Fund Class R6 ,(IEGFX),+13.14%,Year-to-Date,Foreign small/mid blend,Style or Category,Above Average,Morningstar Risk Rating™
Invesco International Small Company Fund Class Y ,(IEGYX),+13.09%,Year-to-Date,Foreign small/mid blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class A ,(SMEAX),+6.78%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class B ,(SMEBX),+6.23%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class C ,(SMECX),+6.24%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class R ,(SMERX),+6.66%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund R5 Class ,(SMEIX),+7.16%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class R6 ,(SMEFX),+7.28%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Small Cap Equity Fund Class Y ,(SMEYX),+7.05%,Year-to-Date,Small blend,Style or Category,Average,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class A ,(LQLAX),+4.08%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class C ,(LQLCX),+3.56%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class R ,(LQLRX),+3.98%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class R5 ,(LQLFX),+4.29%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class R6 ,(LQLSX),+4.29%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Alternative Strategies Fund Class Y ,(LQLYX),+4.28%,Year-to-Date,Multialternative,Style or Category,--,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class A ,(AFTAX),+9.94%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class AX ,(VRCAX),+9.94%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class B ,(AFTBX),+9.31%,Year-to-Date,Target-date 2020,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class C ,(AFTCX),+9.20%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class CX ,(VRCCX),+9.33%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class R ,(ATFRX),+9.73%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund R5 Class ,(AFTSX),+10.13%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class R6 ,(VRCFX),+10.12%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class RX ,(VRCRX),+9.73%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2020 Fund Class Y ,(AFTYX),+10.06%,Year-to-Date,Target-date 2020,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class A ,(TNAAX),+13.82%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class AX ,(VREAX),+13.65%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class B ,(TNABX),+13.18%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class C ,(TNACX),+13.18%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class CX ,(VRECX),+13.18%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class R ,(TNARX),+13.50%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund R5 Class ,(TNAIX),+14.01%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class R6 ,(TNAFX),+14.01%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class RX ,(VRERX),+13.50%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2030 Fund Class Y ,(TNAYX),+14.04%,Year-to-Date,Target-date 2030,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class A ,(TNDAX),+16.21%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class AX ,(VRGAX),+16.38%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class B ,(TNDBX),+15.67%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class C ,(TNDCX),+15.69%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class CX ,(VRGCX),+15.71%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class R ,(TNDRX),+16.01%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund R5 Class ,(TNDIX),+16.43%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class R6 ,(TNDFX),+16.59%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class RX ,(VRGRX),+15.99%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2040 Fund Class Y ,(TNDYX),+16.62%,Year-to-Date,Target-date 2040,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class A ,(TNEAX),+18.51%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class AX ,(VRIAX),+18.48%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class B ,(TNEBX),+17.88%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class C ,(TNECX),+18.00%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class CX ,(VRICX),+17.85%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class R ,(TNERX),+18.32%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class R5 ,(TNEIX),+18.90%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class R6 ,(TNEFX),+18.87%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class RX ,(VRIRX),+18.29%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement 2050 Fund Class Y ,(TNEYX),+18.75%,Year-to-Date,Target-date 2050,Style or Category,Low,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class A ,(IANAX),+7.40%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class AX ,(VIRAX),+7.28%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class B ,(IANBX),+6.97%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class C ,(IANCX),+7.10%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class CX ,(VIRCX),+6.97%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class R ,(IANRX),+7.08%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund R5 Class ,(IANIX),+7.46%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class R6 ,(IANFX),+7.46%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class RX ,(VIRRX),+7.21%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Balanced-Risk Retirement Now Fund Class Y ,(IANYX),+7.46%,Year-to-Date,Target-date retirement,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class A ,(CAAMX),+4.77%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class B ,(CMBAX),+4.73%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class C ,(CACMX),+4.82%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class R ,(CMARX),+4.78%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund R5 Class ,(CMAIX),+4.84%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class S ,(CMASX),+4.76%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Conservative Allocation Fund Class Y ,(CAAYX),+4.68%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund Class A ,(CNSAX),+3.32%,Year-to-Date,Convertibles,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund Class B ,(CNSBX),+3.31%,Year-to-Date,Convertibles,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund Class C ,(CNSCX),+3.29%,Year-to-Date,Convertibles,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund R5 Shares ,(CNSIX),+3.31%,Year-to-Date,Convertibles,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund Class R6 ,(CNSFX),+3.27%,Year-to-Date,Convertibles,Style or Category,Average,Morningstar Risk Rating™
Invesco Convertible Securities Fund Class Y ,(CNSDX),+3.27%,Year-to-Date,Convertibles,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund Class A ,(GTNDX),+5.73%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund Class B ,(GNDBX),+5.71%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund Class C ,(GNDCX),+5.80%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund Class R ,(GTNRX),+5.72%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund R5 Class ,(GNDIX),+5.65%,Year-to-Date,World stock,Style or Category,Average,Morningstar Risk Rating™
Invesco Global Low Volatility Equity Yield Fund Class Y ,(GTNYX),+5.71%,Year-to-Date,World stock,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class A ,(AADAX),+7.41%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class B ,(AAEBX),+6.79%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class C ,(AADCX),+6.78%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class R ,(AADRX),+7.20%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund R5 Class ,(AADIX),+7.69%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class S ,(AADSX),+7.42%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Growth Allocation Fund Class Y ,(AADYX),+7.58%,Year-to-Date,Allocation--70% to 85% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Income Allocation Fund Class A ,(ALAAX),+6.94%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Income Allocation Fund Class B ,(BLIAX),+6.93%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Income Allocation Fund Class C ,(CLIAX),+6.94%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Income Allocation Fund Class R ,(RLIAX),+6.94%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Income Allocation Fund R5 Class ,(ILAAX),+6.94%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Income Allocation Fund Class Y ,(ALAYX),+6.94%,Year-to-Date,Allocation--30% to 50% equity,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund Class A ,(AINAX),+9.54%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund Class B ,(INABX),+9.01%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund Class C ,(INACX),+9.01%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund Class R ,(RINAX),+9.32%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund R5 Class ,(INAIX),+9.86%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco International Allocation Fund Class Y ,(AINYX),+9.79%,Year-to-Date,Foreign large blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class A ,(GTAGX),+10.17%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class B ,(GTABX),+9.59%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class C ,(GTACX),+9.55%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class R ,(GTARX),+9.96%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund R5 Class ,(GTAVX),+10.46%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class R6 ,(GTAFX),+10.52%,Year-to-Date,Mid-cap blend,Style or Category,Low,Morningstar Risk Rating™
Invesco Mid Cap Core Equity Fund Class Y ,(GTAYX),+10.36%,Year-to-Date,Mid-cap blend,Style or Category,Below Average,Morningstar Risk Rating™
Invesco Moderate Allocation Fund Class A ,(AMKAX),+6.17%,Year-to-Date,Allocation--50% to 70% equity,Style or Category,Average,Morningstar Risk Rating™
Invesco Moderate Allocation Fund Class B ,(AMKBX),+6.13%,Year-to-Date,Allocation--50% to 70% equity,Style or Category,Average,Morningstar Risk Rating™
